id,code,name,parent_id/id,account_type,reconcile,chart_template_id/id
a_2133_02,2133.02,รายได้รับล่วงหน้า.ค่านายหน้า,ineco_l10n_th.a_2133_00,liability_current,TRUE,ineco_l10n_th.chart
a_2134_00,2134.00,เงินมัดจำรับและเงินค้ำประกัน,ineco_l10n_th.a_2130_00,liability_current,TRUE,ineco_l10n_th.chart
a_2135_00,2135.00,ภาษีขาย,ineco_l10n_th.a_2130_00,liability_current,TRUE,ineco_l10n_th.chart
a_2136_00,2136.00,ภาษีขาย.รอเรียกเก็บ,ineco_l10n_th.a_2130_00,liability_current,TRUE,ineco_l10n_th.chart
a_2137_00,2137.00,เจ้าหนี้กรมสรรพากร,ineco_l10n_th.a_2130_00,liability_current,TRUE,ineco_l10n_th.chart
a_2138_00,2138.00,เจ้าหนี้เงินกู้ยืมจากกรรมการ,ineco_l10n_th.a_2130_00,liability_current,TRUE,ineco_l10n_th.chart
a_2139_00,2139.00,เจ้าหนี้อื่น ๆ,ineco_l10n_th.a_2130_00,liability_payable,TRUE,ineco_l10n_th.chart
a_2200_00,2200.00,เงินกู้ยืมระยะยาว,ineco_l10n_th.a_2000_00,view,FALSE,ineco_l10n_th.chart
a_2210_00,2210.00,เงินกู้ยืมธนาคารระยะยาว,ineco_l10n_th.a_2200_00,liability_non_current,TRUE,ineco_l10n_th.chart
a_3000_00,3000.00,***ส่วนของผู้ถือหุ้น***,,view,FALSE,ineco_l10n_th.chart
a_3100_00,3100.00,ทุน,ineco_l10n_th.a_3000_00,equity,TRUE,ineco_l10n_th.chart
a_3200_00,3200.00,สำรองตามกฎหมาย,ineco_l10n_th.a_3000_00,equity,TRUE,ineco_l10n_th.chart
a_3300_00,3300.00,กำไรสะสม,ineco_l10n_th.a_3000_00,equity,TRUE,ineco_l10n_th.chart
a_3400_00,3400.00,กำไร(ขาดทุน),ineco_l10n_th.a_3000_00,equity_unaffected,TRUE,ineco_l10n_th.chart
a_4000_00,4000.00,***รายได้***,,view,FALSE,ineco_l10n_th.chart
a_4100_00,4100.00,รายได้จากการขายสินค้า.สุทธิ,ineco_l10n_th.a_4000_00,view,FALSE,ineco_l10n_th.chart
a_4100_01,4100.01,ขายสินค้าภายในประเทศ,ineco_l10n_th.a_4100_00,income,TRUE,ineco_l10n_th.chart
a_4100_02,4100.02,ขายสินค้าต่างประเทศ,ineco_l10n_th.a_4100_00,income,TRUE,ineco_l10n_th.chart
a_4100_03,4100.03,รับคืนสินค้า,ineco_l10n_th.a_4100_00,income,TRUE,ineco_l10n_th.chart
a_4100_04,4100.04,ส่วนลดจ่าย,ineco_l10n_th.a_4100_00,income,TRUE,ineco_l10n_th.chart
a_4200_00,4200.00,รายได้อื่น ๆ,ineco_l10n_th.a_4000_00,view,FALSE,ineco_l10n_th.chart
a_4200_01,4200.01,ดอกเบี้ยรับ,ineco_l10n_th.a_4200_00,income_other,TRUE,ineco_l10n_th.chart
a_4200_02,4200.02,กำไร(ขาดทุน)จากการจำหน่ายทรัพย์สิน,ineco_l10n_th.a_4200_00,income_other,TRUE,ineco_l10n_th.chart
a_4200_03,4200.03,ส่วนลดเงินสดรับ,ineco_l10n_th.a_4200_00,income_other,TRUE,ineco_l10n_th.chart
a_4200_04,4200.04,กำไร(ขาดทุน)จากอัตราแลกเปลี่ยน,ineco_l10n_th.a_4200_00,income_other,TRUE,ineco_l10n_th.chart
a_4200_05,4200.05,รายได้อื่น ๆ,ineco_l10n_th.a_4200_00,income_other,TRUE,ineco_l10n_th.chart
a_4200_06,4200.06,ส่วนลดรับ(เบ็ดเตล็ด),ineco_l10n_th.a_4200_00,income_other,TRUE,ineco_l10n_th.chart
a_5000_00,5000.00,***ค่าใช้จ่าย***,,view,FALSE,ineco_l10n_th.chart
a_5100_00,5100.00,ต้นทุนขายสุทธิ,ineco_l10n_th.a_5000_00,view,FALSE,ineco_l10n_th.chart
a_5110_00,5110.00,ต้นทุนสินค้าเพื่อขาย,ineco_l10n_th.a_5100_00,expense_direct_cost,TRUE,ineco_l10n_th.chart
a_5130_00,5130.00,ซื้อสุทธิ,ineco_l10n_th.a_5100_00,view,FALSE,ineco_l10n_th.chart
a_5130_01,5130.01,ซื้อสินค้าภายในประเทศ,ineco_l10n_th.a_5130_00,expense_direct_cost,TRUE,ineco_l10n_th.chart
a_5130_02,5130.02,ซื้อสินค้าต่างประเทศ,ineco_l10n_th.a_5130_00,expense_direct_cost,TRUE,ineco_l10n_th.chart
a_5130_03,5130.03,ส่งคืนสินค้า,ineco_l10n_th.a_5130_00,expense_direct_cost,TRUE,ineco_l10n_th.chart
a_5130_04,5130.04,ส่วนลดรับ,ineco_l10n_th.a_5130_00,expense_direct_cost,TRUE,ineco_l10n_th.chart
a_5140_00,5140.00,ค่าใช้จ่ายในการซื้อ,ineco_l10n_th.a_5100_00,view,TRUE,ineco_l10n_th.chart
a_5140_01,5140.01,ค่าใช้จ่ายนำเข้า,ineco_l10n_th.a_5140_00,expense_direct_cost,TRUE,ineco_l10n_th.chart
a_5140_02,5140.02,ค่าภาษีศุลกากร,ineco_l10n_th.a_5140_00,expense_direct_cost,TRUE,ineco_l10n_th.chart
a_5200_00,5200.00,ค่าใช้จ่ายในการขาย,ineco_l10n_th.a_5000_00,view,FALSE,ineco_l10n_th.chart
a_5200_01,5200.01,เงินเดือน.ฝ่ายขาย,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_02,5200.02,โบนัส.ฝ่ายขาย,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_03,5200.03,ค่านายหน้า,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_04,5200.04,ค่าประกันสังคม.ฝ่ายขาย,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_05,5200.05,ค่าขนส่ง,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_06,5200.06,ค่ารับรอง,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_07,5200.07,ค่าส่งเสริมการขาย,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_08,5200.08,ค่ายานพาหนะ.รถกระบะส่งของ,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5200_09,5200.09,ค่าใช้จ่ายเดินทางและยานพาหนะ,ineco_l10n_th.a_5200_00,expense,TRUE,ineco_l10n_th.chart
a_5300_00,5300.00,ค่าใช้จ่ายในการบริหาร,ineco_l10n_th.a_5000_00,view,FALSE,ineco_l10n_th.chart
a_5310_00,5310.00,ค่าใช้จ่ายเกี่ยวกับพนักงาน.เงินเดือนและสวัสดิการ,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5310_01,5310.01,เงินเดือน.ฝ่ายบริหาร,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_02,5310.02,โบนัส.ฝ่ายบริหาร,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_03,5310.03,ค่าล่วงเวลา,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_04,5310.04,เงินเพิ่มพิเศษ,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_05,5310.05,ค่าเบี้ยขยัน,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_06,5310.06,ค่าเบี้ยเลี้ยง,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_07,5310.07,ค่าใช้จ่ายผลประโยชน์การเกษียณอายุของพนักงาน.ฝ่ายบริหาร,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_08,5310.08,ค่าโฆษณา.HR,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_09,5310.09,ค่าประกันสังคม.ฝ่ายบริหาร,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_10,5310.10,ค่าเงินสมทบกองทุนทดแทน,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_11,5310.11,ค่าสวัสดิการ,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_12,5310.12,ค่าอบรมสัมนา,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_13,5310.13,ค่าแบบฟอร์มพนักงาน,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_14,5310.14,ค่าเบี้ยประกันสุขภาพพนักงาน,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_15,5310.15,ค่าจัดเลี้ยงและสันทนาการ,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5310_16,5310.16,ค่าชดเชยกรณีเลิกจ้าง,ineco_l10n_th.a_5310_00,expense,TRUE,ineco_l10n_th.chart
a_5320_00,5320.00,ค่าใช้จ่ายสำนักงาน,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5320_01,5320.01,ค่าเครื่องเขียนแบบพิมพ์,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_02,5320.02,ค่าซ่อมแซม,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_03,5320.03,ค่าพัฒนาระบบ ISO,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_04,5320.04,ค่าพัฒนาระบบคอมพิวเตอร์,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_05,5320.05,ค่าเช่า.สำนักงาน,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_06,5320.06,ค่าเช่า.ที่ดิน,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_07,5320.07,ค่าบริการบำรุงรักษาสำนักงาน,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_08,5320.08,ค่ายามรักษาความปลอดภัย,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_09,5320.09,ค่าเช่า.เครื่องถ่ายเอกสาร,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_10,5320.10,ค่างานวิจัยบริษัท,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_11,5320.11,ค่าจ้างเหมางาน,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5320_12,5320.12,ค่าสอบเทียบอุปกรณ์,ineco_l10n_th.a_5320_00,expense,TRUE,ineco_l10n_th.chart
a_5330_00,5330.00,ค่าสาธารณูปโภคและสื่อสาร,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5330_01,5330.01,ค่าโทรศัพท์,ineco_l10n_th.a_5330_00,expense,TRUE,ineco_l10n_th.chart
a_5330_02,5330.02,ค่าไฟฟ้า,ineco_l10n_th.a_5330_00,expense,TRUE,ineco_l10n_th.chart
a_5330_03,5330.03,ค่าน้ำประปา,ineco_l10n_th.a_5330_00,expense,TRUE,ineco_l10n_th.chart
a_5330_04,5330.04,ค่าไปรษณีย์,ineco_l10n_th.a_5330_00,expense,TRUE,ineco_l10n_th.chart
a_5340_00,5340.00,ค่าเสื่อมราคา,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5340_01,5340.01,ค่าเสื่อมราคา.เครื่องใช้สำนักงาน,ineco_l10n_th.a_5340_00,expense_depreciation,TRUE,ineco_l10n_th.chart
a_5340_02,5340.02,ค่าเสื่อมราคา.เครื่องตกแต่งสำนักงาน,ineco_l10n_th.a_5340_00,expense_depreciation,TRUE,ineco_l10n_th.chart
a_5340_03,5340.03,ค่าเสื่อมราคา.เครื่องมือเครื่องใช้,ineco_l10n_th.a_5340_00,expense_depreciation,TRUE,ineco_l10n_th.chart
a_5340_04,5340.04,ค่าเสื่อมราคา.ยานพาหนะ,ineco_l10n_th.a_5340_00,expense_depreciation,TRUE,ineco_l10n_th.chart
a_5340_05,5340.05,ค่าเสื่อมราคา.อาคาร,ineco_l10n_th.a_5340_00,expense_depreciation,TRUE,ineco_l10n_th.chart
a_5350_00,5350.00,ค่าเบี้ยประกันภัย,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5350_01,5350.01,ค่าเบี้ยประกัน.เครื่องใช้สำนักงาน,ineco_l10n_th.a_5350_00,expense,TRUE,ineco_l10n_th.chart
a_5350_02,5350.02,ค่าเบี้ยประกัน.เครื่องตกแต่งสำนักงาน,ineco_l10n_th.a_5350_00,expense,TRUE,ineco_l10n_th.chart
a_5350_03,5350.03,ค่าเบี้ยประกัน.ยานพาหนะ,ineco_l10n_th.a_5350_00,expense,TRUE,ineco_l10n_th.chart
a_5350_04,5350.04,ค่าเบี้ยประกัน.อาคารและโกดังสินค้า,ineco_l10n_th.a_5350_00,expense,TRUE,ineco_l10n_th.chart
a_5360_00,5360.00,ค่าภาษีและค่าธรรมเนียม,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5360_01,5360.01,ค่าภาษีบำรุงท้องที่และภาษีโรงเรือน,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5360_02,5360.02,ค่าภาษียานพาหนะ,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5360_03,5360.03,ค่าภาษีป้าย,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5360_04,5360.04,ค่าธรรมเนียมธนาคาร,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5360_05,5360.05,ค่าตรวจสอบบัญชีและปรึกษากฏหมาย,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5360_06,5360.06,ค่าธรรมเนียมหนังสือค้ำประกัน,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5360_07,5360.07,ค่าธรรมเนียมอื่น ๆ,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5360_08,5360.08,ค่าธรรมเนียมกำจัดขยะ,ineco_l10n_th.a_5360_00,expense,TRUE,ineco_l10n_th.chart
a_5370_00,5370.00,ค่าใช้จ่ายอื่น ๆ,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5370_01,5370.01,ดอกเบี้ยธนาคาร,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_02,5370.02,หนี้สงสัยจะสูญ,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_03,5370.03,ค่าอาจารย์พิเศษ,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_04,5370.04,ค่าบริจาคการกุศล,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_05,5370.05,ค่าดำเนินคดีทางกฎหมาย,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_06,5370.06,ค่าใช้จ่ายเบ็ดเตล็ด,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_07,5370.07,ค่าที่ปรึกษา,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_08,5370.08,ค่าเภสัชกรรม,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_09,5370.09,ค่าออกแบบตกแต่ง,ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5370_10,5370.10,ส่วนลดจ่าย(เบ็ดเตล็ด),ineco_l10n_th.a_5370_00,expense,TRUE,ineco_l10n_th.chart
a_5380_00,5380.00,หนี้สูญ,ineco_l10n_th.a_5300_00,expense,TRUE,ineco_l10n_th.chart
a_5390_00,5390.00,ค่าใช้จ่ายต้องห้าม,ineco_l10n_th.a_5300_00,view,FALSE,ineco_l10n_th.chart
a_5390_01,5390.01,ภาษีซื้อไม่ขอคืน,ineco_l10n_th.a_5390_00,expense,TRUE,ineco_l10n_th.chart
a_5390_02,5390.02,ภาษีซื้อขอคืนไม่ได้,ineco_l10n_th.a_5390_00,expense,TRUE,ineco_l10n_th.chart
a_5390_03,5390.03,เบี้ยปรับเงินเพิ่ม,ineco_l10n_th.a_5390_00,expense,TRUE,ineco_l10n_th.chart
a_5390_04,5390.04,ภาษีเงินได้นิติบุคคลตัดจ่าย,ineco_l10n_th.a_5390_00,expense,TRUE,ineco_l10n_th.chart
a_5390_05,5390.05,รายจ่ายต้องห้าม,ineco_l10n_th.a_5390_00,expense,TRUE,ineco_l10n_th.chart
